utc_timestamp,wind_generation_actual,wind_capacity,temperature
2017-01-01 00:00:00+00:00,291760.0,37149.13,-2.117
2017-01-02 00:00:00+00:00,295097.0,37152.125,-1.154
2017-01-03 00:00:00+00:00,666170.0,37155.208,-0.239
2017-01-04 00:00:00+00:00,686581.0,37160.125,0.62
2017-01-05 00:00:00+00:00,261759.0,37163.542,-3.908
2017-01-06 00:00:00+00:00,115720.0,37176.208,-7.724
2017-01-07 00:00:00+00:00,252308.0,37181.0,-5.861
2017-01-08 00:00:00+00:00,41260.0,37181.25,-1.616
2017-01-09 00:00:00+00:00,190982.0,37187.458,-1.629
2017-01-10 00:00:00+00:00,280371.0,37198.458,-2.586
2017-01-11 00:00:00+00:00,637258.0,37209.667,-0.727
2017-01-12 00:00:00+00:00,584792.0,37225.375,1.425
2017-01-13 00:00:00+00:00,518614.0,37234.0,-0.231
2017-01-14 00:00:00+00:00,487188.0,37234.0,-0.738
2017-01-15 00:00:00+00:00,229770.0,37234.208,-2.331
2017-01-16 00:00:00+00:00,69211.0,37239.25,-4.995
2017-01-17 00:00:00+00:00,79360.0,37246.0,-6.056
2017-01-18 00:00:00+00:00,148835.0,37269.375,-6.832
2017-01-19 00:00:00+00:00,127989.0,37279.042,-6.843
2017-01-20 00:00:00+00:00,109379.0,37303.375,-5.269
2017-01-21 00:00:00+00:00,78896.0,37312.417,-4.74
2017-01-22 00:00:00+00:00,50770.0,37322.542,-6.362
2017-01-23 00:00:00+00:00,39708.0,37335.667,-6.339
2017-01-24 00:00:00+00:00,31375.0,37351.917,-4.964
2017-01-25 00:00:00+00:00,70771.0,37374.417,-5.516
2017-01-26 00:00:00+00:00,235128.0,37407.917,-5.183
2017-01-27 00:00:00+00:00,254272.0,37429.0,-4.477
2017-01-28 00:00:00+00:00,208800.0,37429.0,-3.29
2017-01-29 00:00:00+00:00,304954.0,37429.5,-0.69
2017-01-30 00:00:00+00:00,338288.0,37441.333,0.402
2017-01-31 00:00:00+00:00,124782.0,37449.667,-0.101
2017-02-01 00:00:00+00:00,221295.0,37465.625,-0.586
2017-02-02 00:00:00+00:00,254393.0,37480.75,1.655
2017-02-03 00:00:00+00:00,188035.0,37498.0,2.775
2017-02-04 00:00:00+00:00,211454.0,37498.25,2.529
2017-02-05 00:00:00+00:00,118329.0,37504.667,1.74
2017-02-06 00:00:00+00:00,152118.0,37520.292,0.192
2017-02-07 00:00:00+00:00,264514.0,37527.5,-0.467
2017-02-08 00:00:00+00:00,219680.0,37539.875,-1.916
2017-02-09 00:00:00+00:00,207537.0,37560.792,-3.184
2017-02-10 00:00:00+00:00,290957.0,37579.125,-2.467
2017-02-11 00:00:00+00:00,329649.0,37582.0,-0.959
2017-02-12 00:00:00+00:00,350274.0,37582.458,-0.893
2017-02-13 00:00:00+00:00,338184.0,37593.125,-1.107
2017-02-14 00:00:00+00:00,205086.0,37596.458,-0.422
2017-02-15 00:00:00+00:00,98877.0,37608.167,2.12
2017-02-16 00:00:00+00:00,282403.0,37636.167,3.702
2017-02-17 00:00:00+00:00,255286.0,37663.0,3.137
2017-02-18 00:00:00+00:00,160162.0,37663.25,2.587
2017-02-19 00:00:00+00:00,348513.0,37669.792,2.228
2017-02-20 00:00:00+00:00,648800.0,37688.875,5.28
2017-02-21 00:00:00+00:00,580921.0,37710.167,6.749
2017-02-22 00:00:00+00:00,826273.0,37738.0,7.353
2017-02-23 00:00:00+00:00,705405.0,37761.958,6.915
2017-02-24 00:00:00+00:00,522107.0,37784.375,2.206
2017-02-25 00:00:00+00:00,413770.0,37793.0,2.241
2017-02-26 00:00:00+00:00,545142.0,37794.458,5.047
2017-02-27 00:00:00+00:00,558406.0,37830.375,7.595
2017-02-28 00:00:00+00:00,602221.0,37885.0,4.232
2017-03-01 00:00:00+00:00,463548.0,37885.167,3.805
2017-03-02 00:00:00+00:00,640789.0,37889.167,4.735
2017-03-03 00:00:00+00:00,323881.0,37893.25,4.63
2017-03-04 00:00:00+00:00,253250.0,37899.25,7.565
2017-03-05 00:00:00+00:00,375784.0,37905.333,5.728
2017-03-06 00:00:00+00:00,244778.0,37913.333,4.165
2017-03-07 00:00:00+00:00,98965.0,37921.458,3.038
2017-03-08 00:00:00+00:00,362634.0,37932.292,3.658
2017-03-09 00:00:00+00:00,348589.0,37939.25,6.696
2017-03-10 00:00:00+00:00,301930.0,37945.208,4.873
2017-03-11 00:00:00+00:00,142767.0,37950.25,4.364
2017-03-12 00:00:00+00:00,322131.0,37956.125,3.7
2017-03-13 00:00:00+00:00,107995.0,37959.333,4.196
2017-03-14 00:00:00+00:00,282163.0,37967.292,6.6
2017-03-15 00:00:00+00:00,310125.0,37974.167,7.235
2017-03-16 00:00:00+00:00,235857.0,37978.417,7.654
2017-03-17 00:00:00+00:00,520783.0,37988.208,7.042
2017-03-18 00:00:00+00:00,666660.0,37993.25,6.253
2017-03-19 00:00:00+00:00,527129.0,37999.25,8.081
2017-03-20 00:00:00+00:00,540382.0,38005.583,9.241
2017-03-21 00:00:00+00:00,405314.0,38019.625,7.125
2017-03-22 00:00:00+00:00,168379.0,38035.042,5.15
2017-03-23 00:00:00+00:00,211125.0,38059.958,6.656
2017-03-24 00:00:00+00:00,152372.0,38082.375,6.482
2017-03-25 00:00:00+00:00,203031.0,38091.0,6.3
2017-03-26 00:00:00+00:00,79142.0,38092.167,6.311
2017-03-27 00:00:00+00:00,71217.0,38106.75,7.694
2017-03-28 00:00:00+00:00,111189.0,38128.833,10.284
2017-03-29 00:00:00+00:00,347694.0,38167.417,10.38
2017-03-30 00:00:00+00:00,213209.0,38254.083,12.413
2017-03-31 00:00:00+00:00,260810.0,38310.5,13.415
2017-04-01 00:00:00+00:00,82509.0,38316.5,12.607
2017-04-02 00:00:00+00:00,110511.0,38322.25,10.817
2017-04-03 00:00:00+00:00,58205.0,38325.5,9.252
